Epoch 1, Train Loss: 1650455.4583, Test Loss: 1282378.1806
Epoch 66, Train Loss: 202662.1927, Test Loss: 202149.7882
Epoch 67, Train Loss: 202560.1424, Test Loss: 201995.0139
Epoch 68, Train Loss: 202156.6337, Test Loss: 201895.9097
Epoch 69, Train Loss: 201917.6042, Test Loss: 201409.2049
Epoch 70, Train Loss: 201862.8125, Test Loss: 201820.7899
Epoch 71, Train Loss: 201902.4792, Test Loss: 201544.0260
Epoch 72, Train Loss: 202136.8507, Test Loss: 200838.4028
Epoch 73, Train Loss: 201522.2986, Test Loss: 200865.3438
Epoch 74, Train Loss: 201535.3403, Test Loss: 201256.7101
Epoch 75, Train Loss: 200911.2101, Test Loss: 200368.5087
Epoch 76, Train Loss: 200927.1319, Test Loss: 200783.6580
Epoch 77, Train Loss: 201053.5660, Test Loss: 200055.5434
Epoch 78, Train Loss: 200197.5174, Test Loss: 199990.3542
Epoch 79, Train Loss: 199893.0990, Test Loss: 199615.9826
Epoch 80, Train Loss: 199787.5833, Test Loss: 199034.4757
Epoch 81, Train Loss: 199469.8837, Test Loss: 199147.6128
Epoch 82, Train Loss: 199267.7934, Test Loss: 199132.9323
Epoch 83, Train Loss: 199077.4601, Test Loss: 199024.1285
Epoch 84, Train Loss: 198982.8785, Test Loss: 198710.1580
Epoch 85, Train Loss: 199136.2969, Test Loss: 198982.5608
Epoch 86, Train Loss: 198928.2969, Test Loss: 198396.3976
Epoch 87, Train Loss: 198542.2622, Test Loss: 198327.2188
Epoch 88, Train Loss: 198423.9705, Test Loss: 198268.5382
Epoch 89, Train Loss: 198580.7309, Test Loss: 198132.4115
Epoch 90, Train Loss: 197795.2778, Test Loss: 197658.2066
Epoch 91, Train Loss: 199985.6927, Test Loss: 198315.7812
Epoch 92, Train Loss: 201119.4809, Test Loss: 197113.2899
Epoch 93, Train Loss: 199480.6806, Test Loss: 198265.2292
Epoch 94, Train Loss: 198955.6753, Test Loss: 197956.7292
Epoch 95, Train Loss: 198500.6823, Test Loss: 198781.5556
Epoch 96, Train Loss: 199002.7465, Test Loss: 197100.2326
Epoch 97, Train Loss: 197662.1771, Test Loss: 196319.4948
Epoch 98, Train Loss: 198110.9670, Test Loss: 200681.4097
Traceback (most recent call last):
  File "/content/drive/MyDrive/UM_Thesis/MTS_Co_Clustering/TVAE/main.py", line 141, in <module>
    main(params)
  File "/content/drive/MyDrive/UM_Thesis/MTS_Co_Clustering/TVAE/main.py", line 58, in main
    model.fit(
  File "/content/drive/MyDrive/UM_Thesis/MTS_Co_Clustering/TVAE/TimeVAE.py", line 330, in fit
    loss = self.train_step(batch, optimizer)
  File "/content/drive/MyDrive/UM_Thesis/MTS_Co_Clustering/TVAE/TimeVAE.py", line 314, in train_step
    loss.backward()
  File "/usr/local/lib/python3.10/dist-packages/torch/_tensor.py", line 521, in backward
    torch.autograd.backward(
  File "/usr/local/lib/python3.10/dist-packages/torch/autograd/__init__.py", line 289, in backward
    _engine_run_backward(
  File "/usr/local/lib/python3.10/dist-packages/torch/autograd/graph.py", line 769, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
